,ndcItem,ndc9,ndc10,rxcui,splSetIdItem
10328,68001053069,68001-530,68001-530-69,1111343,dbd28ee2-bbb5-a4b1-e053-2a95a90afff4
10329,68071267003,68071-2670,68071-2670-3,858810,dbd8d132-c780-6bd9-e053-2a95a90a7e0c
10332,68071266902,68071-2669,68071-2669-2,310965,dbda873b-4bb7-837e-e053-2a95a90a5e2f
10336,00615825705,0615-8257,0615-8257-05,318272,dbdc7cae-b2ed-4504-83a0-0a41b4e45003
10339,63868095311,63868-953,63868-953-11,238910,dbde8e7f-85d8-4083-b01a-3a7e410a7747
10340,72189033960,72189-339,72189-339-60,312136,dbea45c2-e166-b557-e053-2995a90a7643
10341,62011022901,62011-0229,62011-0229-1,308915,dbef2200-7801-4d42-b44a-1d3c6d9e4cdf
10342,70000017101,70000-0171,70000-0171-1,849574,dbf007f5-c792-43a7-8cc1-bfa617f3a7fa
10348,00363010924,0363-0109,0363-0109-24,1656815,dbf5656b-9105-871b-e053-2995a90a4941
10349,00363101124,0363-1011,0363-1011-24,1297288,dbf5c814-4e69-13ac-e053-2a95a90a49a3
10350,11822071303,11822-0713,11822-0713-3,828269,dbf6c1e0-a920-0d09-e053-2995a90aba46
10351,50268036911,50268-369,50268-369-11,859841,dbfd138a-e107-3f78-e053-2995a90a6d8c
10353,72189034490,72189-344,72189-344-90,831338,dbfda3a5-5602-6e47-e053-2995a90ac07b
10354,68071267103,68071-2671,68071-2671-3,861495,dbfe408a-ceb1-241a-e053-2a95a90a4d90
10355,72393020425,72393-204,72393-204-25,2598162,dc01c0fe-12a7-5e28-e053-2a95a90a20e2
10356,21130096006,21130-960,21130-960-06,1737778,dc2823bb-8586-daca-e053-2995a90a2af0
10357,51662154201,51662-1542,51662-1542-1,1654008,dc43b289-4f32-1c1e-e053-2995a90a3a23
10358,51662154501,51662-1545,51662-1545-1,1234995,dc444a4b-16ea-568d-e053-2995a90a53a7
10359,21130096105,21130-961,21130-961-05,1249758,dc647647-90ec-6beb-e053-2a95a90a7982
10360,63629883101,63629-8831,63629-8831-1,312069,dc66e7f9-5879-49b6-b093-e31fd2afbe8c
10361,71819001737,71819-017,71819-017-37,244458,dc7ba02c-bdbd-5136-e053-2995a90ac545
10362,47593058441,47593-584,47593-584-41,1731737,dc7bad8c-2e29-4d5d-b87e-8d9eae7c2c1c
10364,36800089401,36800-894,36800-894-01,866084,dc80d2f9-e3eb-4feb-bad5-7d6ab107f9ab
10365,50436338301,50436-3383,50436-3383-1,485442,dc8db885-e4ef-4d72-9808-c5b2af258659
10366,50436338401,50436-3384,50436-3384-1,485465,dc8db885-e4ef-4d72-9808-c5b2af258659
10367,68071267202,68071-2672,68071-2672-2,308460,dc8e486e-619f-4ee1-e053-2a95a90a7940
10369,72189034790,72189-347,72189-347-90,312641,dc9e2088-e11e-7d32-e053-2a95a90a2995
10370,71335163904,71335-1639,71335-1639-4,198051,dcaadc8c-32d1-476f-b821-973c012b7fa7
10371,58602090307,58602-903,58602-903-07,359817,dcc0b057-3d5e-4aeb-ac31-478d7a2f47fa
10374,71205039030,71205-390,71205-390-30,859751,dcc22d05-cff6-42f9-b9fa-930f2084753f
10377,71205047530,71205-475,71205-475-30,859419,dcc22d05-cff6-42f9-b9fa-930f2084753f
10380,67091027028,67091-270,67091-270-28,1366116,dcdf647f-fa32-4b72-b714-a77e8e332358
10381,30142043412,30142-434,30142-434-12,1043619,dcf20465-0e7a-4e31-ae42-824f9df28a60
10382,72839006901,72839-069,72839-069-01,244550,dcf2f52b-2295-58e5-e053-2995a90a7fd8
10383,82688000112,82688-001,82688-001-12,2599517,dcf3897a-a793-6df7-e053-2995a90a25f8
10384,51316060070,51316-600,51316-600-70,1099074,dd00dfc0-e523-4dec-8fc0-50363eadec57
10385,72189034690,72189-346,72189-346-90,892251,dd032289-acee-49fc-e053-2a95a90a5999
10386,76162012968,76162-129,76162-129-68,308892,dd038b15-2ecb-4ee2-b356-db6d87c2f01b
10387,72839014704,72839-147,72839-147-04,1600127,dd06af3c-5452-9759-e053-2a95a90afc21
10388,00093524519,0093-5245,0093-5245-19,314155,dd0b2525-4e2f-44fc-9302-0ae4ebb1e135
10390,00093524619,0093-5246,0093-5246-19,312076,dd0b2525-4e2f-44fc-9302-0ae4ebb1e135
10392,00093524719,0093-5247,0093-5247-19,351107,dd0b2525-4e2f-44fc-9302-0ae4ebb1e135
10394,00093524819,0093-5248,0093-5248-19,351108,dd0b2525-4e2f-44fc-9302-0ae4ebb1e135
10396,71335123402,71335-1234,71335-1234-2,311892,dd0d2652-d335-45db-af43-5a2523f7299a
10398,63830095006,63830-950,63830-950-06,413261,dd1708d8-0bb2-c96a-e053-2995a90a5b86
10399,82561000101,82561-001,82561-001-01,1020364,dd1c02b3-16ee-7474-e053-2995a90a7984
10400,71610065004,71610-650,71610-650-04,314216,dd2ca97e-89eb-4940-ac6e-abf1f9e1c6ea
10401,45963060755,45963-607,45963-607-55,1729418,dd3dcc9a-e40c-4677-9ee6-f318e7c7d835
10405,53002236503,53002-2365,53002-2365-3,313585,dd4201bf-c845-4888-ada8-8506f04b89d8
10407,67877028605,67877-286,67877-286-05,199206,dd432c13-389e-46b3-8891-0cf1a58800ff
10412,53002432201,53002-4322,53002-4322-1,835603,dd5387d7-17c3-4949-978a-3ca5578364c1
10415,81522009423,81522-094,81522-094-23,1049182,dd540fe7-0302-407d-afdd-c0b6c9818611
10416,63629503601,63629-5036,63629-5036-1,1148399,dd7b5ba3-652a-443f-b0b9-17abda148e67
10418,68071267404,68071-2674,68071-2674-4,106303,dd7d2d2a-e764-7dfe-e053-2995a90a790a
10419,68071267803,68071-2678,68071-2678-3,310273,dd7f7c04-aeaa-4629-e053-2995a90a4341
10420,62257068612,62257-686,62257-686-12,413261,dd8025cb-d160-83a4-e053-2a95a90a51ac
10421,72839010802,72839-108,72839-108-02,1010077,dd80e560-6467-2166-e053-2995a90a88a8
10422,59651045501,59651-455,59651-455-01,197541,dd93a40f-92ab-47ac-9083-b8a7a0b18ad6
10424,36800061165,36800-611,36800-611-65,1242399,dd93d172-2a3a-4e4c-a237-7668acbd537d
10425,47335062411,47335-624,47335-624-11,2594762,dd9f81e4-50da-4551-aed5-559d304df42e
10428,47335062511,47335-625,47335-625-11,2594759,dd9f81e4-50da-4551-aed5-559d304df42e
10431,69256011701,69256-117,69256-117-01,702050,dda4c4bf-425e-4fff-e053-2a95a90a51bc
10432,52083005501,52083-055,52083-055-01,1095503,ddb95436-7806-4086-af4d-18a6625b5c83
10434,68071268106,68071-2681,68071-2681-6,993890,ddba3d1e-2829-be3c-e053-2995a90a7650
10435,68071268009,68071-2680,68071-2680-9,617311,ddbae5eb-8f2c-7bb1-e053-2995a90a4b95
10436,68071267906,68071-2679,68071-2679-6,630208,ddbb0c14-b27f-4be9-e053-2a95a90afc04
10437,68071268301,68071-2683,68071-2683-1,476576,ddbdb94c-509e-d65b-e053-2a95a90afec7
10438,68071268203,68071-2682,68071-2682-3,997420,ddbe1423-5fd3-5334-e053-2995a90a9472
10439,30400025001,30400-250,30400-250-01,91349,ddc59e50-083a-6cd9-e053-2995a90ad401
10440,71347010030,71347-100,71347-100-30,238910,ddc81125-e12b-4170-938d-df7a624a7dfd
10441,64942203201,64942-2032,64942-2032-1,2289402,ddca7c55-0a7e-cea6-e053-2995a90ace5a
10445,64942203301,64942-2033,64942-2033-1,2289402,ddcad36b-1909-3bbb-e053-2995a90a295a
10448,64942203401,64942-2034,64942-2034-1,2289402,ddcb0871-9903-125f-e053-2a95a90a75de
10450,64942203501,64942-2035,64942-2035-1,2289402,ddcbab1c-7af9-2656-e053-2995a90ad07a
10452,68071268403,68071-2684,68071-2684-3,1745091,ddceeead-2cac-2e5a-e053-2a95a90a2387
10453,76348072501,76348-725,76348-725-01,2607527,ddcf1c2e-2f67-44d7-e053-2a95a90a812b
10455,72189035330,72189-353,72189-353-30,861960,ddd06dab-0855-5b4e-e053-2a95a90a5e67
10456,55305013301,55305-133,55305-133-01,310965,ddd0f7fb-ae4b-c584-e053-2a95a90a0984
10457,75834023516,75834-235,75834-235-16,312055,dddbaf12-ecb1-4bd2-8a15-2f75578a8d8d
10459,00093309819,0093-3098,0093-3098-19,905024,dddcd321-4d2e-4643-bf3c-7b752b33ba39
10462,00093309956,0093-3099,0093-3099-56,905041,dddcd321-4d2e-4643-bf3c-7b752b33ba39
10463,00093310056,0093-3100,0093-3100-56,905032,dddcd321-4d2e-4643-bf3c-7b752b33ba39
10464,59555040311,59555-403,59555-403-11,1038799,dde1cfdc-b08e-430e-b98c-16b3089cd603
10466,71151000301,71151-003,71151-003-01,863559,ddfb4e0e-64f5-4654-8670-91b8b6abe794
10467,43498020010,43498-200,43498-200-10,583459,de19f0ea-7446-493d-b766-c678c727a1af
10468,63824096122,63824-961,63824-961-22,1000990,de1c0abd-1644-4351-8106-e9df6ca5c142
10470,68654008614,68654-086,68654-086-14,1020365,de1fed92-05d8-58a0-e053-2a95a90a0efc
10471,69336011510,69336-115,69336-115-10,198086,de212757-4232-40e6-b7a2-f5f03251e1b1
10473,69336011610,69336-116,69336-116-10,199167,de212757-4232-40e6-b7a2-f5f03251e1b1
10475,69336011710,69336-117,69336-117-10,199168,de212757-4232-40e6-b7a2-f5f03251e1b1
10477,69336011810,69336-118,69336-118-10,199164,de212757-4232-40e6-b7a2-f5f03251e1b1
10479,72319002102,72319-021,72319-021-02,616749,de3185bf-448a-15f7-e053-2995a90a9a2e
10480,72319002202,72319-022,72319-022-02,728231,de3185bf-448a-15f7-e053-2995a90a9a2e
10481,68071268609,68071-2686,68071-2686-9,477560,de31909f-8823-4906-e053-2a95a90a2a31
10482,68071268803,68071-2688,68071-2688-3,198051,de384c26-bae0-2adc-e053-2a95a90ad0fd
10483,16714025001,16714-250,16714-250-01,198300,de3e7308-1212-4727-b541-568a84dac48a
10485,68071268709,68071-2687,68071-2687-9,617310,de45a760-4441-182e-e053-2995a90a2ffe
10486,51628423801,51628-4238,51628-4238-1,283420,de46ffc7-3b66-dd8b-e053-2a95a90a28d8
10487,51628423901,51628-4239,51628-4239-1,2600350,de47a879-9cd0-5fbb-e053-2a95a90a1fba
10489,51628424001,51628-4240,51628-4240-1,2600350,de47bf08-f64e-781d-e053-2a95a90ab08f
10491,71205039710,71205-397,71205-397-10,312122,de553d49-38c3-4fad-8582-d4d27c3c26b1
10492,68071268903,68071-2689,68071-2689-3,314228,de5a11ba-8486-dabc-e053-2a95a90ac0c1
10493,00069547101,0069-5471,0069-5471-01,1670201,de5a6711-4abb-4c3d-a18b-266b094ace11
10497,00069547401,0069-5474,0069-5474-01,1670197,de5a6711-4abb-4c3d-a18b-266b094ace11
10501,68071269003,68071-2690,68071-2690-3,979492,de5c0c87-e90b-fc14-e053-2a95a90af0c5
10502,68071269103,68071-2691,68071-2691-3,197885,de5e1f61-4155-0d3d-e053-2995a90ad3a1
10504,60760078390,60760-783,60760-783-90,198316,de5e7c85-5bf5-5b5f-e053-2995a90a1fba
10505,60760056900,60760-569,60760-569-00,311372,de5fa19f-25d9-ba81-e053-2a95a90af82f
10506,68083038101,68083-381,68083-381-01,1726319,de634e80-328a-4473-b395-0172683a2411
10507,68083038201,68083-382,68083-382-01,1726324,de634e80-328a-4473-b395-0172683a2411
10508,49035077921,49035-779,49035-779-21,581660,de6a64d9-ce13-42b2-aa22-a1b902d3537a
10509,00075801301,0075-8013,0075-8013-01,854232,de6fb917-a94a-41ea-9d7d-937d4080ffcd
10511,00075801401,0075-8014,0075-8014-01,854236,de6fb917-a94a-41ea-9d7d-937d4080ffcd
10513,00075801601,0075-8016,0075-8016-01,854239,de6fb917-a94a-41ea-9d7d-937d4080ffcd
10515,00075801801,0075-8018,0075-8018-01,854242,de6fb917-a94a-41ea-9d7d-937d4080ffcd
10517,00075802001,0075-8020,0075-8020-01,854249,de6fb917-a94a-41ea-9d7d-937d4080ffcd
10519,00075802201,0075-8022,0075-8022-01,854247,de6fb917-a94a-41ea-9d7d-937d4080ffcd
10521,00075802501,0075-8025,0075-8025-01,854253,de6fb917-a94a-41ea-9d7d-937d4080ffcd
10523,00075803001,0075-8030,0075-8030-01,854256,de6fb917-a94a-41ea-9d7d-937d4080ffcd
10524,61577321601,61577-3216,61577-3216-1,1090954,de78dba9-53b3-4dbd-9dd2-6a692378da34
10533,63187018600,63187-186,63187-186-00,239191,de792ac6-4b3d-4d34-8e50-030b5bd830d7
10535,53002232100,53002-2321,53002-2321-0,197518,de7ff699-528a-4f62-b511-f004aec8dc79
10545,50268068311,50268-683,50268-683-11,1482908,de95df83-a495-1900-e053-2995a90abf24
10547,43136081001,43136-810,43136-810-01,891775,de97dbea-dc8c-ebfa-e053-2995a90a2270
10548,43136082001,43136-820,43136-820-01,891775,de996aeb-9ac0-836f-e053-2a95a90aeda6
10549,60760069490,60760-694,60760-694-90,313412,de99d950-9f01-9451-e053-2a95a90a9ec5
10550,60760063830,60760-638,60760-638-30,991086,de9a2d03-382c-ca89-e053-2a95a90acff6
10551,68071269203,68071-2692,68071-2692-3,308761,de9a97ed-d579-8b34-e053-2a95a90a3273
10552,50268022211,50268-222,50268-222-11,197625,de9ab9a4-d8b8-8b36-e053-2a95a90aaa35
10554,50268022311,50268-223,50268-223-11,197626,de9ab9a4-d8b8-8b36-e053-2a95a90aaa35
10556,50268022411,50268-224,50268-224-11,197627,de9ab9a4-d8b8-8b36-e053-2a95a90aaa35
10558,50268022511,50268-225,50268-225-11,197628,de9ab9a4-d8b8-8b36-e053-2a95a90aaa35
10560,00904655061,0904-6550,0904-6550-61,856448,dea41f00-f0b6-415d-a2c2-c834ba90bb3a
10561,00904670506,0904-6705,0904-6705-06,856457,dea41f00-f0b6-415d-a2c2-c834ba90bb3a
10563,72189035530,72189-355,72189-355-30,1000048,dea965fe-6b54-bbf0-e053-2a95a90a1003
10564,68071269303,68071-2693,68071-2693-3,309367,deaa88bc-f7b0-16e2-e053-2995a90ac45a
10565,72189035660,72189-356,72189-356-60,197499,deab1d3e-759f-480e-e053-2995a90a0a75
10566,68071269403,68071-2694,68071-2694-3,197658,dead900f-baf5-2d2f-e053-2a95a90ac0a9
10567,65923049414,65923-494,65923-494-14,106258,deb09e89-9794-89a7-e053-2a95a90abdf8
10568,64942203001,64942-2030,64942-2030-1,2397694,debc5983-e8bc-c6d5-e053-2995a90af774
10570,55910051110,55910-511,55910-511-10,1000990,debcda99-c605-4941-b873-9e4dbae27483
10571,43136083001,43136-830,43136-830-01,416784,dec29c9f-6ddb-0b4e-e053-2995a90a64b1
10572,68071194306,68071-1943,68071-1943-6,200329,dec2cba8-3a85-6c79-e053-2a95a90aa088
10573,63187004606,63187-046,63187-046-06,309114,dec3a1ef-1e85-4236-804b-e7a343d3a58f
10581,35356077730,35356-777,35356-777-30,197885,ded8505d-441c-4154-a41e-5f641137466a
10583,35356077830,35356-778,35356-778-30,197887,ded8505d-441c-4154-a41e-5f641137466a
10585,60687053101,60687-531,60687-531-01,198335,dee47626-a233-4b37-873f-71cc594770bc
10587,60687054211,60687-542,60687-542-11,198334,dee47626-a233-4b37-873f-71cc594770bc
10589,68071269503,68071-2695,68071-2695-3,310346,dee6b60d-3b6c-35a4-e053-2995a90acf56
10590,00113202360,0113-2023,0113-2023-60,636522,def40c3f-29de-4efc-b1d3-4cb89183aaec
10591,00615838605,0615-8386,0615-8386-05,856373,df17cec9-ad5e-4e57-8572-c927c9b955e2
10593,55758036102,55758-361,55758-361-02,1367204,df260190-89e7-b338-e053-2995a90a32cb
10595,65923049133,65923-491,65923-491-33,1366116,df27620e-7312-8082-e053-2995a90aaca6
10596,37808034273,37808-342,37808-342-73,562600,df2b8b89-e4d1-4745-e053-2995a90aed01
10597,68071269604,68071-2696,68071-2696-4,198145,df371872-2983-7951-e053-2a95a90ad757
10598,51407064501,51407-645,51407-645-01,854905,df37d337-9978-0c31-e053-2a95a90a3258
10600,51407064601,51407-646,51407-646-01,854901,df37d337-9978-0c31-e053-2a95a90a3258
10602,00904725260,0904-7252,0904-7252-60,312935,df3b431b-a1ad-91dd-e053-2995a90aa02f
10605,68071269809,68071-2698,68071-2698-9,966253,df3d4892-d4ab-c217-e053-2995a90ab42a
10606,71309046005,71309-460,71309-460-05,636522,df498e82-e1c8-51eb-e053-2a95a90a49b6
10607,68071269901,68071-2699,68071-2699-1,884173,df4b087e-a81a-1321-e053-2995a90a2b9f
10608,63187063730,63187-637,63187-637-30,856783,df5aee40-ffa9-4cf3-ab5f-30253f43092b
10611,68071270803,68071-2708,68071-2708-3,349545,df5fbfc7-5d12-28d4-e053-2995a90a86e5
10612,68071270903,68071-2709,68071-2709-3,596934,df60101e-0fc8-3bd2-e053-2995a90a51e8
10613,68071270106,68071-2701,68071-2701-6,308979,df6076ca-b8c2-5439-e053-2995a90a716a
10614,68071270403,68071-2704,68071-2704-3,1874559,df60a82e-0d1e-6cc8-e053-2995a90a9ba4
10615,68071270606,68071-2706,68071-2706-6,312831,df611d6c-1919-436a-e053-2a95a90aadc5
10616,68071271109,68071-2711,68071-2711-9,596926,df61b895-c358-827b-e053-2995a90a9b60
10617,64942203601,64942-2036,64942-2036-1,2289402,df734b51-33ae-d6b7-e053-2995a90a08cc
10618,68071271706,68071-2717,68071-2717-6,1099678,df735686-27b6-ce06-e053-2995a90a6fef
10619,68071271801,68071-2718,68071-2718-1,312087,df736abd-9cec-4e90-e053-2995a90aab5e
10620,68071271503,68071-2715,68071-2715-3,313776,df738f7d-d11f-a872-e053-2a95a90ac763
10621,68071271609,68071-2716,68071-2716-9,314286,df73a68b-3304-1174-e053-2a95a90afebf
10622,68071272103,68071-2721,68071-2721-3,1483744,df73d163-8fd0-3c8f-e053-2a95a90a832e
10623,68071272006,68071-2720,68071-2720-6,312078,df73e518-caea-a73b-e053-2995a90a69f5
10624,64942204101,64942-2041,64942-2041-1,2397694,df73e518-caec-a73b-e053-2995a90a69f5
10628,68071270303,68071-2703,68071-2703-3,313585,df741f04-153e-ae88-e053-2a95a90abeea
10629,68071270209,68071-2702,68071-2702-9,1099681,df742f4a-9440-538d-e053-2a95a90a1de6
10630,68071271309,68071-2713,68071-2713-9,312593,df7434aa-d4c2-63a1-e053-2a95a90a2751
10631,64942204201,64942-2042,64942-2042-1,2397694,df74d901-c86c-ed71-e053-2995a90a39c2
10635,68071271409,68071-2714,68071-2714-9,311355,df756a61-baf2-758a-e053-2a95a90a10ff
10636,68071271906,68071-2719,68071-2719-6,197745,df759eba-05c1-1923-e053-2a95a90a6b23
10637,51662154801,51662-1548,51662-1548-1,1665061,df786377-7d2c-249b-e053-2a95a90aab22
10638,68071272301,68071-2723,68071-2723-1,308297,df786377-7d30-249b-e053-2a95a90aab22
10639,51662154901,51662-1549,51662-1549-1,1665057,df79ee3a-f0ed-1cc7-e053-2995a90af97f
10640,42756111107,42756-1111,42756-1111-7,347669,df997bad-a768-4208-aa25-132ca5ad8bb6
10641,53002219900,53002-2199,53002-2199-0,310273,dfa8f480-1a57-422d-b584-4f27277dc700
10646,70677014801,70677-0148,70677-0148-1,402014,dfa91081-3917-4dfc-9789-76800f57bb31
10647,68071272207,68071-2722,68071-2722-7,359818,dfaf8a76-c5a2-6920-e053-2995a90abc5a
10648,68071272906,68071-2729,68071-2729-6,198428,dfb46870-2ea3-58f8-e053-2995a90a0d71
10649,68071273009,68071-2730,68071-2730-9,835568,dfb470ce-c21b-09bc-e053-2995a90a74f4
10650,68071272806,68071-2728,68071-2728-6,312745,dfb4820d-d34f-2ddf-e053-2a95a90a9c21
10651,37808034573,37808-345,37808-345-73,317152,dfb4ab56-1161-15e1-e053-2a95a90ab85c
10653,62935015350,62935-153,62935-153-50,2371773,dfb6e01c-f138-471d-bf5b-2be38247e3f0
10654,70000059701,70000-0597,70000-0597-1,310965,dfbbde4f-633d-6d57-e053-2a95a90ad82f
10656,49483068201,49483-682,49483-682-01,1014676,dfbddafb-9455-5805-e053-2a95a90ad0d9
10657,50066030620,50066-306,50066-306-20,1243679,dfd40661-0d10-44e0-9059-03364475a7f5
10658,74154001504,74154-015,74154-015-04,312544,dfd90674-9c96-46da-9692-583dc3594d0e
10659,68071273109,68071-2731,68071-2731-9,966253,dfd9ef18-13c7-37b4-e053-2995a90af904
10660,68071273203,68071-2732,68071-2732-3,833713,dfd9ef75-e360-40f5-e053-2995a90a4be7
10661,68071273406,68071-2734,68071-2734-6,596843,dfdc9aa0-8612-9127-e053-2a95a90ae7c8
10662,50268029911,50268-299,50268-299-11,310273,dfdca61d-8824-6230-e053-2995a90a209d
10664,72189035820,72189-358,72189-358-20,1649990,dfef600c-bceb-fbc9-e053-2a95a90ae6c0
10665,11822421501,11822-4215,11822-4215-1,1010895,dfefd56c-50e3-aa25-e053-2995a90ac7f2
10667,68071273603,68071-2736,68071-2736-3,1014314,dff0403f-1c0c-3333-e053-2a95a90a4c09
10668,68071273702,68071-2737,68071-2737-2,834022,dff04c8d-6043-6ef0-e053-2995a90aa42f
10669,68071273501,68071-2735,68071-2735-1,204423,dff05f2e-c51b-e4c3-e053-2995a90a745d
10670,63323028528,63323-285,63323-285-28,1734208,dff4a1e4-4b2a-4a64-b6d8-ea470dee88f7
10679,63323028627,63323-286,63323-286-27,1734484,dff4a1e4-4b2a-4a64-b6d8-ea470dee88f7
10685,68071273901,68071-2739,68071-2739-1,197806,e005ae2e-4a46-0dfe-e053-2995a90a18ed
10686,17478062235,17478-622,17478-622-35,1298435,e00f4d11-0999-452a-87bb-4d477db294a6
10687,71205032730,71205-327,71205-327-30,200284,e0349fe8-90a4-4236-9686-f0c9c00a001c
10690,49348051159,49348-511,49348-511-59,308760,e0439ad7-ce90-407f-ae50-1ec1bb11d715
10691,71205025430,71205-254,71205-254-30,317136,e047f990-c374-4f8f-8583-c615f92545e2
10694,63824095021,63824-950,63824-950-21,1375932,e048cd53-a3cd-484f-a972-4cb49791dba3
10695,37808036015,37808-360,37808-360-15,562600,e0566f35-8cef-f78e-e053-2a95a90a2ea7
10696,43386008003,43386-080,43386-080-03,722131,e05dd72c-7475-422e-bf8e-73148929450e
10698,43386008103,43386-081,43386-081-03,722137,e05dd72c-7475-422e-bf8e-73148929450e
10700,43386008203,43386-082,43386-082-03,722126,e05dd72c-7475-422e-bf8e-73148929450e
10702,43386008303,43386-083,43386-083-03,722134,e05dd72c-7475-422e-bf8e-73148929450e
10704,00517130525,0517-1305,0517-1305-25,1114874,e061fb3e-afd7-4188-b5fb-617ac1d3e38d
10706,00517190525,0517-1905,0517-1905-25,1114888,e061fb3e-afd7-4188-b5fb-617ac1d3e38d
10709,63940008315,63940-083,63940-083-15,562600,e068b0bf-30bd-6c87-e053-2995a90ac47d
10710,11673014715,11673-147,11673-147-15,1046442,e069c9e6-024d-5482-e053-2995a90a767d
10711,68071272501,68071-2725,68071-2725-1,1992281,e07ae83c-1b62-9425-e053-2a95a90aab1e
10712,17856079102,17856-0791,17856-0791-2,314216,e07aebe8-3c58-4bf0-9e80-66d430e2de9b
10713,68071274305,68071-2743,68071-2743-5,1085636,e07af497-c7d6-09cf-e053-2a95a90a4925
10714,68071274103,68071-2741,68071-2741-3,200329,e07af8c9-559c-5a93-e053-2a95a90a2c63
10715,68071274201,68071-2742,68071-2742-1,309076,e07b2d69-b206-529a-e053-2995a90a149f
10716,82317000101,82317-001,82317-001-01,1011849,e07b6268-6400-6849-e053-2a95a90a8b3e
10718,68071274401,68071-2744,68071-2744-1,197582,e07bf55c-f24a-0893-e053-2995a90a8da3
10719,68071274706,68071-2747,68071-2747-6,905495,e07e2911-060e-3afc-e053-2995a90af723
10720,68071274808,68071-2748,68071-2748-8,197795,e07e4206-4231-285d-e053-2995a90af37a
10721,68071274603,68071-2746,68071-2746-3,314216,e07f6acc-1b75-d8eb-e053-2a95a90a7d9b
10722,68071274903,68071-2749,68071-2749-3,313565,e07f7cd0-53b5-9065-e053-2a95a90a0bc2
10723,49035084705,49035-847,49035-847-05,1359360,e08b427f-d070-4521-ad3c-faf295531791
10724,71205033114,71205-331,71205-331-14,562508,e08c1bee-14c8-4bd1-898c-1874251dadf8
10730,11822421601,11822-4216,11822-4216-1,250912,e08e7c5b-34ba-da8a-e053-2a95a90af497
10731,68071274501,68071-2745,68071-2745-1,259966,e08ff15a-a457-a71d-e053-2a95a90ae08c
10732,68071275102,68071-2751,68071-2751-2,562508,e0902485-69f0-7351-e053-2a95a90aa0d0
10733,68599163103,68599-1631,68599-1631-3,1299145,e09060f7-ca0b-5f7c-e053-2995a90ab344
10734,68071275201,68071-2752,68071-2752-1,309049,e09261f8-e8e3-89cb-e053-2995a90a0cc0
10735,68071275303,68071-2753,68071-2753-3,313564,e0926f25-03fa-7f59-e053-2a95a90a145a
10736,68599475103,68599-4751,68599-4751-3,1101534,e0cbb213-4f4f-4045-e053-2a95a90a2a18
10737,55289045720,55289-457,55289-457-20,198334,e0cd17c8-0e88-4a72-baef-969fefa5efe6
10738,68071275401,68071-2754,68071-2754-1,728113,e0ce093d-5020-77bf-e053-2995a90aaf3f
10739,68599109003,68599-1090,68599-1090-3,476973,e0dfa6ca-b311-25cb-e053-2a95a90a12cc
10740,68071275509,68071-2755,68071-2755-9,617311,e0dfb540-67c3-3303-e053-2995a90a32e7
10741,70377003811,70377-038,70377-038-11,1482908,e0e8023a-3c82-e455-a57b-ccc0206ad156
10742,72189036010,72189-360,72189-360-10,205323,e0f3aacf-df5d-dad7-e053-2995a90ac5eb
10747,27854017701,27854-177,27854-177-01,238910,e0f73d78-5db1-43b4-8f58-e5410ca4560f
10748,63187024305,63187-243,63187-243-05,198148,e109f428-ca85-4a2c-acd0-ca8d498e7723
10757,70518335101,70518-3351,70518-3351-1,253017,e10f3ee8-c526-40bc-b81f-46696ee310f1
